StudentID,SessionMinute,SimulatedTimeSec,ScenarioTemplate,Class,SimulationScenario,AF3 delta m,AF3 delta std,F7 delta m,F7 delta std,F3 delta m,F3 delta std,FC5 delta m,FC5 delta std,T7 delta m,T7 delta std,P7 delta m,P7 delta std,O1 delta m,O1 delta std,O2 delta m,O2 delta std,P8 delta m,P8 delta std,T8 delta m,T8 delta std,FC6 delta m,FC6 delta std,F4 delta m,F4 delta std,F8 delta m,F8 delta std,AF4 delta m,AF4 delta std,AF3 theta m,AF3 theta std,F7 theta m,F7 theta std,F3 theta m,F3 theta std,FC5 theta m,FC5 theta std,T7 theta m,T7 theta std,P7 theta m,P7 theta std,O1 theta m,O1 theta std,O2 theta m,O2 theta std,P8 theta m,P8 theta std,T8 theta m,T8 theta std,FC6 theta m,FC6 theta std,F4 theta m,F4 theta std,F8 theta m,F8 theta std,AF4 theta m,AF4 theta std,AF3 alpha m,AF3 alpha std,F7 alpha m,F7 alpha std,F3 alpha m,F3 alpha std,FC5 alpha m,FC5 alpha std,T7 alpha m,T7 alpha std,P7 alpha m,P7 alpha std,O1 alpha m,O1 alpha std,O2 alpha m,O2 alpha std,P8 alpha m,P8 alpha std,T8 alpha m,T8 alpha std,FC6 alpha m,FC6 alpha std,F4 alpha m,F4 alpha std,F8 alpha m,F8 alpha std,AF4 alpha m,AF4 alpha std,AF3 beta m,AF3 beta std,F7 beta m,F7 beta std,F3 beta m,F3 beta std,FC5 beta m,FC5 beta std,T7 beta m,T7 beta std,P7 beta m,P7 beta std,O1 beta m,O1 beta std,O2 beta m,O2 beta std,P8 beta m,P8 beta std,T8 beta m,T8 beta std,FC6 beta m,FC6 beta std,F4 beta m,F4 beta std,F8 beta m,F8 beta std,AF4 beta m,AF4 beta std
2,1,0,fatigue_profile,medium_attention,medium_attention,2577.467908,116.687169,2673.744482,100.905704,2704.012923,120.990549,2662.002890,122.025681,2612.569204,114.140501,2567.199368,101.549500,2661.274164,119.782596,2642.486962,109.926962,2648.056248,105.429388,2738.343709,119.042605,2692.910604,104.540232,2644.099975,122.882987,2515.489656,105.877477,2701.586815,108.582708,14.570406,0.436517,14.947026,0.499533,14.542295,0.685599,14.455452,0.687426,14.279853,0.572015,14.326528,0.584473,14.300974,0.614389,14.649758,0.691199,14.629999,0.778366,14.187593,0.505041,14.590350,0.492638,14.591918,0.616068,14.246654,0.640234,14.602505,0.939933,22.928614,1.160973,21.820433,0.730121,21.920297,1.233166,21.586408,1.092414,21.788976,1.147456,22.568392,0.884685,21.960863,0.707548,22.193070,1.109981,21.401885,0.985838,22.262336,1.171569,22.945486,0.737902,22.658059,1.114604,21.585220,1.215583,22.181354,1.182280,39.682012,2.082557,40.049688,1.794245,40.577471,2.287906,39.736312,1.675022,39.408765,1.652491,39.523456,1.993504,40.180010,1.780658,41.198568,1.277746,39.996829,1.756965,41.221327,1.782461,38.829408,1.472454,38.869355,1.498294,38.724224,1.966322,40.174424,1.416203
2,2,60,fatigue_profile,medium_attention,medium_attention,2576.689385,122.938689,2728.259550,92.260066,2660.826653,119.345877,2665.384683,114.731119,2618.033676,123.741091,2581.939994,120.303972,2736.156233,86.891034,2666.463098,123.204806,2647.592209,119.138397,2703.464780,119.775831,2635.426205,128.305360,2680.774411,105.249974,2624.557447,109.415962,2743.408599,117.091071,14.556002,0.696541,14.692020,0.584018,14.490199,0.651098,14.370164,0.634320,14.596990,0.504485,14.732832,0.788300,14.796555,0.828684,14.765039,0.531140,14.490534,0.508506,14.325821,0.521377,14.494760,0.656026,14.390290,0.412759,14.562756,0.630524,14.589758,0.717557,23.333517,0.655037,22.006153,1.273409,22.287157,0.928585,22.230944,0.783840,21.916443,0.970428,22.719315,1.058059,21.720536,0.804278,22.185324,1.036818,22.398322,0.985422,22.759824,1.048255,23.139844,0.974208,23.039342,0.943696,21.745111,0.891448,22.513729,0.645383,39.389747,1.673027,40.152574,1.846766,40.013900,1.654511,39.819381,2.208256,39.588706,1.346692,39.460953,1.650505,39.574300,1.751629,39.461536,1.964622,40.014394,1.468097,41.608869,1.596137,38.275680,1.529098,38.527877,1.640842,38.660479,1.925851,39.727957,2.343411
2,3,120,fatigue_profile,medium_attention,medium_attention,2565.413393,102.088947,2730.364011,154.513689,2699.462091,113.408187,2667.943038,93.248044,2631.563535,114.541815,2582.049720,107.545061,2662.085989,107.891017,2628.362356,104.439742,2677.986062,142.745438,2721.642030,126.607234,2694.916786,133.444988,2670.400655,123.265925,2621.428857,112.372330,2733.663540,130.363647,14.658269,0.677594,14.605617,0.698250,14.785051,0.660627,14.649970,0.562658,14.599821,0.667229,14.674924,0.619526,14.691370,0.912612,14.967482,0.532061,14.533640,0.734318,14.250568,0.540772,14.653249,0.596093,14.860850,0.567165,14.616979,0.643929,14.787633,0.585463,22.979168,1.086455,22.356097,1.195697,22.343586,1.054690,21.988399,1.097317,22.050171,1.155578,23.063321,1.130450,22.466578,0.699141,22.795427,0.745722,22.321538,0.988808,22.817553,0.953306,23.227977,0.716412,23.258081,0.977859,22.349180,0.746778,22.551791,0.991834,39.694327,1.923011,40.875118,1.395183,39.864516,1.589499,39.381289,1.530616,39.973466,1.376739,38.725468,1.685531,39.298546,1.803257,40.405274,1.602486,39.396707,1.432092,41.635140,1.382647,38.678242,1.747050,39.473053,1.738164,39.090685,1.607606,41.090588,2.100314
2,4,180,fatigue_profile,medium_attention,medium_attention,2569.678190,144.307385,2678.949584,116.637527,2684.769893,92.304617,2656.068802,103.454111,2645.573287,80.361492,2624.582722,135.161464,2744.456850,107.390652,2633.625158,115.173274,2667.962327,79.796700,2738.626701,99.765218,2731.442847,125.486429,2689.213365,121.473446,2573.992450,139.278920,2791.710531,117.624202,14.729682,0.448881,14.486119,0.568187,14.225372,0.442780,14.617011,0.528139,14.358038,0.514907,14.126287,0.549748,14.263047,0.435871,14.446791,0.595241,14.490317,0.613350,14.130996,0.508645,14.380744,0.607244,14.257056,0.553935,14.698503,0.600341,14.602878,0.686057,22.901010,0.985964,21.982176,1.078894,21.698200,1.037011,21.342683,0.891645,22.027146,0.923862,22.907149,1.169227,21.718934,1.122756,22.369315,1.226028,21.973047,1.211371,22.434879,0.922167,22.998453,1.245821,22.575330,1.167276,21.925367,0.937586,22.578200,0.812086,40.363478,1.818253,40.477378,1.943746,41.752264,1.732292,39.946000,2.104502,39.929236,2.063095,39.400564,1.713272,40.063581,2.424456,40.852274,1.880162,39.363529,1.080369,41.193622,2.030415,38.605958,1.667539,39.542718,2.349846,39.203496,1.511553,40.059552,1.984578
2,5,240,fatigue_profile,medium_attention,medium_attention,2641.461417,111.381464,2762.641596,114.183489,2663.003735,133.418180,2704.655563,105.885463,2616.206048,114.749006,2631.591704,91.280146,2734.799957,137.209264,2662.925638,126.389490,2637.267360,98.319537,2698.059824,135.542435,2704.511953,132.884834,2620.063454,76.446786,2580.873487,111.029707,2717.335848,126.988007,14.428338,0.807020,14.724170,0.417472,14.693666,0.633740,14.633798,0.807848,14.411959,0.570278,14.403183,0.573868,14.714398,0.681147,14.755245,0.653323,14.622785,0.738690,14.309243,0.476255,14.753348,0.661468,14.570402,0.538923,14.444282,0.476024,14.379589,0.655639,23.451262,0.852298,22.179952,1.194719,22.324481,1.106015,22.259872,1.019528,22.111849,0.968337,23.223061,1.141296,22.172763,0.832661,22.648832,0.986667,21.884302,0.795462,22.580010,0.992104,23.326757,0.861816,22.975653,1.049225,21.812923,1.007560,22.448031,0.892856,39.833179,2.290412,40.419415,2.308393,41.620540,1.940853,39.091878,1.563340,39.465493,1.639751,39.536598,2.151042,39.241251,1.363045,40.772732,1.845418,39.978363,2.286257,40.935099,1.810124,39.152363,1.447263,39.592474,1.668041,39.358060,1.976272,39.887098,1.512536
2,6,300,fatigue_profile,medium_attention,medium_attention,2597.363291,78.552585,2724.275595,109.962053,2686.234089,108.408096,2634.448198,117.719090,2592.564549,121.628740,2608.995901,116.716831,2684.245845,97.730248,2618.963515,110.444156,2656.057017,161.012134,2718.313018,147.534851,2694.327801,106.947245,2610.990028,115.898007,2549.876521,136.470688,2737.995484,108.561398,14.808808,0.622981,14.951057,0.792452,15.103231,0.609048,14.846139,0.478111,14.920145,0.628032,14.743257,0.598286,14.913064,0.639111,15.039895,0.820771,14.735557,0.495566,14.482486,0.555781,14.632356,0.424611,14.797255,0.611318,14.903720,0.675406,14.857982,0.528145,23.552738,0.907595,22.211522,0.931184,22.291311,1.058617,22.516825,1.253505,22.606388,0.963593,22.949390,0.814610,22.056478,1.063826,22.819513,1.172554,22.130718,0.893936,22.802995,0.844848,23.155942,0.904180,23.157225,0.987379,22.158883,0.927402,23.219899,0.866404,39.980323,1.154311,39.975801,1.348106,41.145011,1.398499,39.122073,1.570451,40.394480,1.496667,39.289476,2.045184,39.581603,1.576099,39.672975,1.686546,39.540947,1.646499,41.091011,1.083972,37.630304,1.785762,39.516332,1.758073,38.655025,1.464962,40.568283,1.107648
2,7,360,fatigue_profile,low_attention,low_attention,2627.363768,120.444143,2792.880121,139.546859,2704.970981,88.835148,2635.106119,99.824432,2679.550774,89.949950,2611.873513,90.016002,2673.280690,99.125352,2700.169459,114.405977,2645.291914,128.188655,2742.113462,126.376296,2662.754117,128.584484,2713.910193,121.457145,2579.207657,133.285353,2776.988592,117.890355,15.391836,0.666576,15.383134,0.654732,15.241691,0.497945,15.272812,0.592635,15.475583,0.559826,15.296677,0.586368,15.297537,0.600424,15.600800,0.528318,15.284711,0.792208,15.171596,0.568927,15.437226,0.674486,15.405433,0.521566,15.408984,0.743981,15.525012,0.725593,23.744104,1.012606,22.898212,0.785369,23.106656,1.174929,22.783721,1.018178,22.885476,0.873531,23.762284,0.801331,22.560612,1.055665,23.332190,1.035976,22.830378,0.973464,23.101194,0.726703,23.781837,1.038582,23.539793,0.884928,22.658221,0.969999,23.602713,1.393824,38.888774,1.859405,39.692873,1.925808,40.617585,1.523910,37.944356,1.784431,39.412209,1.813748,39.640722,2.089089,39.349900,1.821214,39.516638,1.634481,39.666974,1.482814,40.433436,1.714228,37.816307,1.491301,39.082288,1.506739,38.810307,1.598151,39.455828,1.964268
2,8,420,fatigue_profile,low_attention,low_attention,2673.117644,115.487788,2777.416151,83.032432,2701.304536,103.983244,2671.596028,130.545469,2639.039941,138.417471,2631.531388,117.034874,2744.856492,122.727164,2633.258100,117.049027,2694.249146,139.287027,2721.616438,109.311316,2717.741393,163.999779,2661.978601,120.837911,2612.540867,99.543037,2754.150544,94.777251,15.950548,0.649352,16.603419,0.776134,16.083997,0.828599,15.991131,0.644359,16.181535,0.429956,16.172648,0.844703,15.930851,0.718862,16.091258,0.774802,16.121648,0.794516,15.943958,0.698066,16.219468,0.688273,15.895512,0.811919,15.889174,0.726144,16.125640,0.700896,24.210836,0.900619,23.323645,0.732829,23.220616,1.149230,23.369627,0.828074,22.941469,0.640093,23.826665,1.181262,23.235360,1.149209,23.464754,1.289550,23.124509,0.927622,23.598171,1.143388,24.550910,1.074785,24.677581,0.952882,23.622130,1.222384,24.219099,1.046516,39.227704,1.626120,39.947207,1.507014,41.021830,2.200738,39.463893,1.758977,38.744512,1.704229,38.991051,1.783820,39.608800,2.292354,39.361476,2.126414,39.454941,1.689540,40.691848,1.815175,38.306809,1.802507,39.084765,1.653551,38.522795,1.376011,39.422701,1.781043
2,9,480,fatigue_profile,low_attention,low_attention,2656.026669,124.544132,2805.808371,101.177260,2741.239254,120.240431,2678.412634,109.588542,2710.594747,130.366558,2686.949504,113.271404,2700.121973,142.795245,2666.126009,107.535604,2673.397795,75.831563,2809.108055,104.928622,2781.521843,128.917031,2661.038568,113.382810,2542.046404,91.360722,2739.250951,110.494423,16.386111,0.587133,17.318998,0.640199,16.487378,0.762630,16.633023,0.911944,16.644564,0.777106,16.485281,0.620504,16.447643,0.616609,16.960825,0.975197,16.768824,0.865508,16.178904,0.705631,16.658005,0.645957,16.308332,0.604461,16.421285,0.898003,16.727683,0.531899,24.960393,0.968692,23.865561,1.052512,24.104760,1.050665,24.459457,0.849048,24.479582,1.313359,24.935665,0.983196,24.063982,0.808658,24.164203,0.782695,24.114135,1.290534,24.293130,1.167786,25.181908,1.228572,25.135855,0.991294,23.983356,0.877728,24.729802,0.934449,38.478977,1.897970,39.246730,1.548714,40.000171,1.481210,38.137132,1.710539,38.621200,1.517701,38.683895,1.536984,38.567416,1.756160,38.641494,1.471174,38.459309,1.691564,40.433887,1.972973,37.289888,1.404575,37.993898,1.913173,38.262834,1.434449,38.738269,1.748718
2,10,540,fatigue_profile,low_attention,low_attention,2613.196226,92.144468,2760.195440,100.072479,2679.745218,107.144085,2610.523584,143.064883,2659.329630,99.599186,2638.724733,123.866064,2637.286590,93.846704,2658.298200,116.995056,2648.295757,75.042107,2625.312893,112.307272,2681.619267,113.971424,2678.208324,126.002432,2589.905957,88.998938,2742.877245,120.244106,17.248030,0.572188,17.661735,0.628472,17.204543,0.628337,17.451735,0.778200,17.310594,0.752553,17.342445,0.650759,17.148132,0.556982,17.708107,0.835469,17.071223,0.819081,17.265597,0.959103,17.513464,0.769760,17.202786,0.861928,16.995498,0.766874,17.719076,0.789707,25.889927,1.187478,24.771934,1.096003,24.585925,0.861679,24.562300,1.228284,24.599747,1.018229,25.089304,1.071175,24.432460,1.196224,24.993787,0.901827,25.215941,1.157644,25.004966,1.064111,24.964672,0.650041,25.635573,1.079921,24.356835,1.071739,25.376970,1.106460,38.286294,1.672503,38.108221,1.554333,39.754319,1.614755,37.625469,1.563968,38.086278,1.348087,38.438905,1.474494,37.806699,1.774601,38.613509,2.059317,38.389906,2.012286,39.267809,2.196478,38.063995,1.672265,37.956127,1.787830,37.967333,1.646497,39.210783,1.666056
