StudentID,SessionMinute,SimulatedTimeSec,ScenarioTemplate,Class,SimulationScenario,AF3 delta m,AF3 delta std,F7 delta m,F7 delta std,F3 delta m,F3 delta std,FC5 delta m,FC5 delta std,T7 delta m,T7 delta std,P7 delta m,P7 delta std,O1 delta m,O1 delta std,O2 delta m,O2 delta std,P8 delta m,P8 delta std,T8 delta m,T8 delta std,FC6 delta m,FC6 delta std,F4 delta m,F4 delta std,F8 delta m,F8 delta std,AF4 delta m,AF4 delta std,AF3 theta m,AF3 theta std,F7 theta m,F7 theta std,F3 theta m,F3 theta std,FC5 theta m,FC5 theta std,T7 theta m,T7 theta std,P7 theta m,P7 theta std,O1 theta m,O1 theta std,O2 theta m,O2 theta std,P8 theta m,P8 theta std,T8 theta m,T8 theta std,FC6 theta m,FC6 theta std,F4 theta m,F4 theta std,F8 theta m,F8 theta std,AF4 theta m,AF4 theta std,AF3 alpha m,AF3 alpha std,F7 alpha m,F7 alpha std,F3 alpha m,F3 alpha std,FC5 alpha m,FC5 alpha std,T7 alpha m,T7 alpha std,P7 alpha m,P7 alpha std,O1 alpha m,O1 alpha std,O2 alpha m,O2 alpha std,P8 alpha m,P8 alpha std,T8 alpha m,T8 alpha std,FC6 alpha m,FC6 alpha std,F4 alpha m,F4 alpha std,F8 alpha m,F8 alpha std,AF4 alpha m,AF4 alpha std,AF3 beta m,AF3 beta std,F7 beta m,F7 beta std,F3 beta m,F3 beta std,FC5 beta m,FC5 beta std,T7 beta m,T7 beta std,P7 beta m,P7 beta std,O1 beta m,O1 beta std,O2 beta m,O2 beta std,P8 beta m,P8 beta std,T8 beta m,T8 beta std,FC6 beta m,FC6 beta std,F4 beta m,F4 beta std,F8 beta m,F8 beta std,AF4 beta m,AF4 beta std
8,1,0,good_profile,high_attention,high_attention,2603.612845,60.489129,2520.625362,58.841165,2522.203696,64.209295,2578.688517,53.111747,2554.527895,66.508489,2561.796144,63.742866,2555.795511,61.644769,2594.518079,68.672328,2540.760966,56.716769,2583.009992,54.777018,2521.152452,66.019026,2477.049227,62.454132,2503.726257,75.059020,2496.633173,79.208728,9.471607,0.182440,9.611073,0.269262,9.638448,0.149538,9.748652,0.235270,9.269676,0.187355,9.619890,0.192482,9.615873,0.238019,9.510147,0.187948,9.220886,0.208953,9.550616,0.226527,9.468526,0.200808,9.566589,0.193716,9.372977,0.187496,9.558775,0.210623,15.958570,0.363886,15.686083,0.304370,15.544220,0.305856,15.481156,0.331351,15.471205,0.202253,15.514214,0.348412,15.735351,0.430905,15.852073,0.397967,15.219335,0.356409,15.556749,0.352345,15.778028,0.343244,15.658470,0.471424,15.498320,0.369774,15.144025,0.423593,44.586621,1.019873,44.001662,0.906783,44.099508,1.054361,42.701445,1.110340,43.852643,1.311502,45.129194,0.943329,44.468765,0.994574,45.078689,0.913769,45.300631,0.720268,44.270130,1.090080,44.379313,0.961472,44.825041,0.915541,44.175436,1.137615,44.125342,0.843477
8,2,60,good_profile,high_attention,high_attention,2594.385310,76.232227,2539.223839,59.544786,2526.782320,58.655523,2549.828536,57.033355,2488.604865,48.400703,2581.591778,70.054714,2555.950689,56.515307,2574.518210,42.390208,2500.555998,57.764424,2544.017150,54.753047,2503.713247,64.054334,2488.204264,57.164498,2522.188730,65.066827,2510.303895,50.991559,9.448132,0.242346,9.671902,0.283139,9.615201,0.271653,9.950672,0.156837,9.520291,0.196057,9.530230,0.238737,9.748035,0.153028,9.507607,0.229355,9.379349,0.163854,9.696101,0.198548,9.435851,0.217159,9.545281,0.237321,9.461745,0.361732,9.629264,0.227169,15.862341,0.489874,15.428538,0.319597,15.578462,0.335887,15.627408,0.334561,15.505575,0.402208,15.527192,0.286380,15.507150,0.362427,15.876983,0.352902,15.305723,0.372670,15.508978,0.376894,15.775816,0.461584,15.472846,0.251008,15.494826,0.318596,15.108520,0.387666,45.019439,1.217312,44.788113,1.126939,44.136837,1.022690,44.005946,1.143135,44.553199,1.057230,45.989077,1.387096,45.276740,1.011121,46.130185,1.335026,46.228564,0.996839,45.121609,0.812457,44.794627,1.034265,45.711586,0.777988,44.219804,1.034791,44.707685,1.111593
8,3,120,good_profile,high_attention,high_attention,2602.269242,68.134566,2561.992192,65.425628,2603.215524,61.836351,2585.035395,74.151012,2558.045465,61.143215,2617.285656,46.880947,2638.008924,54.265415,2628.098150,76.440923,2629.437202,78.714385,2575.496332,53.275956,2566.588620,65.579546,2520.702004,62.374626,2539.332015,79.139370,2561.621990,60.704591,9.337780,0.213155,9.654590,0.221796,9.478271,0.179302,9.788076,0.205639,9.359773,0.237057,9.484157,0.278014,9.693408,0.214095,9.581160,0.236544,9.079987,0.209640,9.583752,0.189587,9.403455,0.218338,9.645097,0.184561,9.493619,0.183484,9.496232,0.239278,15.766248,0.457132,15.386375,0.302162,15.726400,0.301476,15.501224,0.335366,15.537396,0.372827,15.569489,0.310090,15.264203,0.369668,15.731165,0.322359,15.190861,0.352704,15.597384,0.300902,15.471655,0.298206,15.280032,0.393328,15.434024,0.451271,15.005903,0.304194,44.248329,1.198071,43.900601,0.964457,43.638355,0.905412,43.760836,1.053985,43.718362,0.830314,45.118819,1.195396,45.187717,0.840397,45.269411,1.150315,45.329618,1.127568,45.244374,1.200846,44.510599,0.947374,45.255257,1.057981,44.334222,0.926909,43.935354,1.059912
8,4,180,good_profile,high_attention,high_attention,2633.274017,58.882134,2582.898624,62.844726,2625.294626,67.232336,2599.420935,43.938184,2541.223240,49.898204,2589.869280,61.112739,2631.545411,49.789401,2621.150257,69.149359,2610.726435,70.051563,2597.286742,64.078013,2542.369289,43.199209,2519.693468,59.404721,2558.309360,65.150539,2577.892092,65.020455,9.418828,0.234501,9.586218,0.228822,9.607828,0.238079,9.886528,0.265006,9.439872,0.171013,9.632993,0.212460,9.681388,0.260997,9.644117,0.260848,9.302946,0.249601,9.601423,0.320374,9.428624,0.150434,9.593779,0.195307,9.533227,0.187641,9.572535,0.224950,15.665511,0.379181,15.231284,0.455133,15.506378,0.406271,15.456673,0.283104,15.182464,0.393457,15.544455,0.317514,15.329547,0.329103,15.683125,0.313100,15.051879,0.329432,15.411645,0.367681,15.526898,0.428674,15.149720,0.370700,15.137805,0.225477,14.867867,0.323593,44.061783,1.146831,43.329474,0.981942,43.618460,1.120454,42.881807,0.793903,43.251305,0.925273,44.967397,1.119319,44.823786,1.133393,44.177285,1.092340,43.911352,1.367501,44.734402,0.891274,43.935480,1.162068,44.570230,0.874065,43.834683,0.696604,42.878260,0.813171
8,5,240,good_profile,high_attention,high_attention,2588.101360,63.142571,2525.800096,49.337304,2567.433208,63.601348,2543.173592,65.924562,2503.779987,62.844477,2586.977927,62.537932,2577.190399,53.029474,2575.369748,45.337407,2546.937100,59.995321,2518.112513,61.214368,2510.540668,76.485026,2498.934685,84.038381,2506.393100,76.559073,2521.174794,80.815919,9.450125,0.160579,9.573083,0.260135,9.613734,0.233107,9.796675,0.214147,9.339506,0.171587,9.729008,0.343809,9.636068,0.228603,9.730990,0.233807,9.303487,0.202118,9.549994,0.221675,9.448794,0.272632,9.573382,0.184671,9.543281,0.222916,9.566372,0.177151,16.116000,0.307566,15.615678,0.286005,15.902026,0.352315,15.836265,0.358418,15.743388,0.465009,15.800616,0.465623,15.879908,0.417268,16.117910,0.414452,15.384913,0.442688,15.862748,0.492266,15.903678,0.362592,15.655013,0.294855,15.562531,0.437455,15.252062,0.323022,44.882993,1.106387,43.385420,1.132392,43.252926,1.018157,43.406867,1.255206,43.030629,0.979805,45.511279,0.837486,45.122038,0.818147,44.568997,1.086196,45.225482,1.044702,44.857585,0.892657,44.207104,0.990734,45.268399,0.822177,43.857808,1.274800,44.031079,1.417561
8,6,300,good_profile,high_attention,high_attention,2584.808390,65.906838,2528.048343,62.770623,2542.172967,70.986565,2561.553290,60.212017,2532.023532,59.402103,2589.410258,52.031040,2587.207230,56.449172,2597.723920,63.523623,2551.711009,62.822958,2579.049723,42.870347,2520.155558,64.067471,2539.182916,45.478728,2514.792122,69.590352,2512.251361,60.545963,9.588052,0.189586,9.678257,0.264954,9.609926,0.231948,9.829000,0.246855,9.463117,0.271031,9.528290,0.279592,9.819690,0.261259,9.621764,0.209066,9.369952,0.265921,9.610703,0.272279,9.575974,0.260603,9.639197,0.230202,9.449457,0.215443,9.467071,0.144879,15.600082,0.323485,15.350378,0.400762,15.871671,0.403426,15.468393,0.321814,15.686475,0.409775,15.414173,0.395140,15.421224,0.449677,16.082161,0.349197,15.430029,0.407980,15.904484,0.408117,15.751515,0.367553,15.228823,0.359118,15.209801,0.292070,15.132993,0.352551,44.267228,1.204751,44.001855,1.233007,43.741239,1.352338,43.508655,0.916344,43.312773,1.291724,45.106415,1.152054,44.558901,1.125489,45.310638,1.254847,45.418616,1.371065,44.682260,1.153919,44.176090,1.109654,45.158746,1.170135,43.745851,0.869829,44.096608,0.813764
8,7,360,good_profile,high_attention,high_attention,2579.903120,60.630702,2501.998822,58.820576,2525.261218,74.354267,2566.397595,55.201917,2506.547417,53.281330,2568.548500,48.223512,2579.443566,53.975361,2615.735747,71.830860,2548.392715,51.555695,2575.459802,44.136552,2524.301634,47.486694,2526.971814,51.749191,2499.298256,56.706912,2515.771618,39.434824,9.414809,0.230424,9.590017,0.197300,9.563903,0.235405,9.609455,0.250189,9.134648,0.170927,9.561627,0.183729,9.577800,0.252627,9.451479,0.219347,9.183035,0.176742,9.413888,0.154905,9.365611,0.180605,9.518453,0.179482,9.401358,0.201592,9.384759,0.204202,15.476441,0.334293,15.256691,0.335638,15.581463,0.292701,15.415452,0.351919,15.465517,0.471426,15.398142,0.314412,15.421479,0.269769,15.878284,0.362392,15.380852,0.370423,15.755801,0.412631,15.368593,0.321703,15.091796,0.286368,15.138007,0.400216,14.982664,0.420001,44.935691,1.136811,44.760672,1.087060,43.858200,1.263950,43.824243,1.121692,44.004436,1.241082,45.825145,1.138162,45.007642,1.152456,45.574923,1.054420,45.254707,1.040651,45.310633,1.132824,45.086693,0.872621,45.602273,0.898110,44.122695,0.874893,44.805954,1.411159
8,8,420,good_profile,high_attention,high_attention,2571.047358,72.612861,2538.580238,58.245817,2562.532811,60.135341,2579.071355,66.133564,2518.895020,47.014425,2575.537140,60.982301,2580.079846,76.965230,2600.888999,69.455970,2557.899946,50.491793,2579.137193,49.375826,2507.674308,54.063595,2504.495026,79.180649,2505.912778,47.825589,2528.048575,54.632618,9.387725,0.217698,9.611739,0.221591,9.604009,0.202621,9.706513,0.193481,9.324781,0.169322,9.494934,0.169277,9.449853,0.215309,9.534681,0.273939,9.305416,0.220669,9.415522,0.249415,9.333434,0.200671,9.507170,0.219023,9.384260,0.227862,9.512477,0.257232,15.698558,0.402164,15.220545,0.215917,15.596669,0.349186,15.621991,0.321607,15.609817,0.352560,15.415488,0.391458,15.521447,0.339994,15.819141,0.272386,15.289174,0.360491,15.700879,0.402105,15.819160,0.493106,15.234902,0.343480,15.168634,0.346679,15.143119,0.381614,45.955888,0.878524,45.362542,1.351805,44.540804,0.914336,44.503900,1.146449,44.702294,0.817240,46.598946,1.184427,45.643371,1.230150,46.825721,1.251142,46.109961,1.109326,45.521989,1.166604,45.409260,1.130563,46.148160,0.663601,45.013646,1.061712,44.100525,1.107219
8,9,480,good_profile,high_attention,high_attention,2587.308615,64.698545,2482.288597,55.765753,2557.298833,61.269278,2570.865447,63.020074,2531.148835,55.743505,2505.947932,56.273164,2540.128336,70.501970,2572.816967,76.805326,2537.299260,53.822255,2553.411846,44.725023,2502.049767,57.443300,2460.724922,59.748136,2510.415339,84.440140,2505.123701,64.260886,9.373910,0.226492,9.654934,0.208884,9.678078,0.268763,9.711986,0.193964,9.369682,0.214417,9.616424,0.248077,9.719427,0.246666,9.568726,0.307373,9.354440,0.186288,9.450193,0.257156,9.366937,0.264414,9.531603,0.193901,9.288217,0.200093,9.426985,0.193808,15.692084,0.401410,15.105099,0.331618,15.878404,0.327390,15.423109,0.368535,15.876015,0.497806,15.745127,0.440159,15.748282,0.302641,15.979025,0.395961,15.227800,0.368436,15.918654,0.457657,15.640935,0.335399,15.379379,0.343745,15.132044,0.364042,15.257998,0.428376,44.985618,0.745351,44.508856,1.053485,43.547788,1.173321,43.714643,0.871548,44.275813,1.104984,45.732523,1.280139,44.882245,0.946843,45.845064,0.867685,45.409333,1.299856,45.798334,0.682438,45.122449,1.198219,45.314651,0.914598,44.519071,1.032954,44.539562,1.192328
8,10,540,good_profile,high_attention,high_attention,2533.579152,41.986990,2495.252173,63.225365,2502.181459,63.427202,2531.017814,54.541661,2498.240034,57.827107,2530.183540,58.727599,2524.161209,55.538214,2539.105969,70.863168,2510.588823,63.285902,2532.179674,59.785485,2470.861260,53.890383,2448.956443,73.794636,2491.035570,63.650328,2500.819434,62.874434,9.544633,0.182687,9.784473,0.258517,9.768467,0.218526,9.781310,0.251458,9.452210,0.150251,9.605371,0.206582,9.636561,0.227455,9.474638,0.266036,9.370833,0.281930,9.584701,0.176264,9.509513,0.247639,9.477744,0.307430,9.401926,0.217292,9.601904,0.258208,16.006479,0.346115,15.468165,0.297160,15.999806,0.254317,15.578809,0.382606,15.968592,0.332114,15.747595,0.423259,15.740973,0.284305,16.053008,0.437995,15.394102,0.518463,16.001243,0.356843,15.948607,0.364478,15.713387,0.283592,15.278412,0.398512,15.551341,0.310202,45.206517,1.045950,44.573817,0.820413,43.702357,1.206410,44.177684,1.013947,44.277640,0.964223,46.222849,1.249465,45.240945,1.021608,45.921252,1.313408,46.319602,1.520791,46.158679,0.960108,45.244282,0.830578,45.316157,1.179113,44.621641,1.085171,44.437278,1.115897
